timestamp,x,y,yaw
1715380591.2467253,0.817927,1.253546,-1.237471
1715380591.2763083,0.810848,1.245300,-1.239189
1715380591.2776914,0.810848,1.245300,-1.239189
1715380591.3089566,0.822565,1.258846,-1.240523
1715380591.3132327,0.822565,1.258846,-1.240523
1715380591.35857,0.820550,1.256634,-1.242130
1715380591.3598866,0.820550,1.256634,-1.242130
1715380591.4086697,0.822565,1.258846,-1.242876
1715380591.4130387,0.822565,1.258846,-1.242876
1715380591.4585812,0.814549,1.249571,-1.243511
1715380591.4598691,0.814549,1.249571,-1.243511
1715380591.5464933,0.819415,1.255276,-1.246192
1715380591.5477717,0.819415,1.255276,-1.246192
1715380591.5765023,0.807950,1.241973,-1.246572
1715380591.5778942,0.807950,1.241973,-1.246572
1715380591.6082692,0.820550,1.256634,-1.246970
1715380591.6097453,0.820550,1.256634,-1.246970
1715380591.658467,0.812782,1.247601,-1.246630
1715380591.6613889,0.812782,1.247601,-1.246630
1715380591.708592,0.810848,1.245300,-1.246516
1715380591.7114453,0.810848,1.245300,-1.246516
1715380591.7585263,0.812782,1.247601,-1.246267
1715380591.7597842,0.812782,1.247601,-1.246267
